pitches,player_id,player_name,total_pitches,pitch_percent,ba,iso,babip,slg,woba,xwoba,xba,hits,abs,launch_speed,launch_angle,spin_rate,velocity,effective_speed,whiffs,swings,takes,eff_min_vel,release_extension,pos3_int_start_distance,pos4_int_start_distance,pos5_int_start_distance,pos6_int_start_distance,pos7_int_start_distance,pos8_int_start_distance,pos9_int_start_distance
182,663546,"Hjelle, Sean",474,38.4,0.186,0.093,0.318,0.279,0.212,0.202,0.172,8,43,89.3,10.6,1879,85.7,85.87,34,85,97,0.2,6.54,107,153,119,148,300,326,295
181,643410,"Leiter Jr., Mark",1086,16.7,0.296,0.111,0.269,0.407,0.32,0.273,0.261,8,27,80.8,11.6,2264,73.2,73.02,13,56,125,-0.2,6.5,109,152,113,154,299,321,296
181,502043,"Gibson, Kyle",2739,6.6,0.429,0.543,0.435,0.971,0.581,0.456,0.343,15,35,90.1,23,2467,79,79.43,22,67,114,0.4,6.61,112,153,118,146,290,327,296
180,668868,"Thompson, Zack",575,31.3,0.108,0.108,0.107,0.216,0.166,0.282,0.245,4,37,81.3,3,2811,75,74.85,12,71,109,-0.1,6.52,114,154,119,151,296,320,299
176,621111,"Buehler, Walker",1046,16.8,0.171,0.098,0.2,0.268,0.223,0.258,0.206,7,41,86.4,2.2,2662,79.2,79.15,26,86,90,0,6.49,112,156,122,150,289,314,299
175,458681,"Lynn, Lance",2022,8.7,0.232,0.107,0.4,0.339,0.271,0.262,0.239,13,56,86.3,5.4,2496,82,82.01,26,84,91,0,6.3,111,154,116,149,296,326,293
174,554340,"Garcia, Yimi",1039,16.7,0.444,0.333,0.5,0.778,0.529,0.335,0.289,12,27,86.8,21.6,2695,82.4,81.44,11,51,123,-1,5.68,113,159,117,151,292,320,297
172,572955,"Johnson, Pierce",280,61.4,0.225,0.075,0.333,0.3,0.28,0.252,0.199,9,40,84.3,12.5,2881,84.3,83.35,22,73,99,-0.9,5.72,111,158,123,149,299,323,298
171,657746,"Ryan, Joe",2391,7.2,0.286,0.107,0.364,0.393,0.333,0.262,0.214,8,28,81.8,27,2371,74.9,74.48,11,59,112,-0.4,6.03,116,163,115,153,296,329,294
170,571927,"Matz, Steven",849,20,0.256,0.205,0.276,0.462,0.307,0.285,0.243,10,39,83.5,12.3,2371,78,76.73,21,85,85,-1.3,6.3,113,157,116,148,296,319,296
169,657376,"Schmidt, Clarke",930,18.2,0.068,0.023,0.111,0.091,0.094,0.199,0.176,3,44,86.7,10.2,2913,83.5,82.45,17,71,98,-1.1,5.89,112,154,119,151,291,326,290
166,607074,"Rodón, Carlos",2985,5.6,0.038,0,0.059,0.038,0.059,0.195,0.174,1,26,85.6,6.9,2458,79.8,79.58,11,53,113,-0.2,6.16,111,155,116,148,299,322,288
162,622065,"Young, Alex",445,36.4,0.286,0.086,0.4,0.371,0.308,0.266,0.23,10,35,85.1,13.7,2296,82.5,81.68,36,83,79,-0.8,5.82,110,149,114,148,295,322,300
161,656657,"Logue, Zach",1022,15.8,0.268,0.341,0.286,0.61,0.385,0.312,0.227,11,41,84.3,26.6,2425,77.5,76.32,15,74,87,-1.2,5.41,112,152,120,150,299,320,294
160,543294,"Hendricks, Kyle",1347,11.9,0.421,0.368,0.4,0.789,0.517,0.337,0.29,8,19,89.8,7.2,2983,72.7,71.07,13,39,121,-1.6,5.52,111,153,111,156,296,320,296
159,528748,"Castellanos, Humberto",748,21.3,0.324,0.294,0.346,0.618,0.409,0.358,0.292,11,34,87.8,17.8,2406,76.5,75.68,20,72,87,-0.8,6.04,109,150,121,146,304,326,300
159,663372,"Feltner, Ryan",1675,9.5,0.235,0.088,0.364,0.324,0.252,0.26,0.243,8,34,89.6,12.9,2547,77.9,78.14,14,61,98,0.2,6.39,115,151,122,149,303,328,302
158,657093,"Watkins, Spenser",1642,9.6,0.367,0.167,0.435,0.533,0.416,0.344,0.293,11,30,86.4,9.3,2570,76.8,75.61,16,59,99,-1.2,6.25,112,159,110,151,299,322,296
157,643493,"Pruitt, Austin",809,19.4,0.222,0.222,0.229,0.444,0.294,0.34,0.271,10,45,91.7,15,2899,80.9,79.77,19,81,76,-1.1,5.55,116,153,120,150,299,320,295
156,664948,"Misiewicz, Anthony",465,33.5,0.294,0.206,0.333,0.5,0.359,0.326,0.264,10,34,90.8,16.7,2855,79.2,78.3,13,64,92,-0.9,5.78,114,154,123,148,290,321,293
155,621074,"Rucker, Michael",914,17,0.211,0,0.258,0.211,0.199,0.252,0.237,8,38,85.7,7.1,2523,80.6,78.43,11,57,98,-2.2,6.03,112,153,117,155,297,320,293
154,642528,"Loáisiga, Jonathan",761,20.2,0.185,0.111,0.235,0.296,0.225,0.257,0.241,5,27,82.5,22.3,2624,86.9,87.22,24,58,96,0.3,6.55,108,153,120,148,301,327,287
151,669461,"Liberatore, Matthew",650,23.2,0.222,0.296,0.25,0.519,0.35,0.259,0.201,6,27,92.3,15,2737,74.3,73.76,19,54,97,-0.5,6.29,107,151,116,147,304,323,297
149,666129,"Garrett, Braxton",1436,10.4,0.381,0.238,0.471,0.619,0.437,0.27,0.259,8,21,88.6,3.3,2298,78.7,78.43,15,57,92,-0.3,6.25,106,152,114,149,300,315,286
146,669145,"Zimmermann, Bruce",1130,12.9,0.182,0.152,0.208,0.333,0.246,0.29,0.224,6,33,89.2,6.9,2404,81,80.6,14,69,77,-0.4,6.06,105,154,114,148,310,321,292
