pitches,player_id,player_name,total_pitches,pitch_percent,ba,iso,babip,slg,woba,xwoba,xba,hits,abs,launch_speed,launch_angle,spin_rate,velocity,effective_speed,whiffs,swings,takes,eff_min_vel,release_extension,pos3_int_start_distance,pos4_int_start_distance,pos5_int_start_distance,pos6_int_start_distance,pos7_int_start_distance,pos8_int_start_distance,pos9_int_start_distance
73,656457,"Gilbert, Tyler",564,12.9,0.136,0.136,0.111,0.273,0.175,0.23,0.205,3,22,84.5,4.8,1431,81.7,81.18,9,37,36,-0.5,6.01,105,151,120,145,303,322,296
67,489446,"Yates, Kirby",137,48.9,0.154,0.154,0.222,0.308,0.26,0.269,0.182,2,13,87.9,0.9,1315,86.6,86.41,13,29,38,-0.2,6.14,115,156,130,146,311,317,296
57,680704,"Sandlin, Nick",740,7.7,0.083,0,0.083,0.083,0.074,0.261,0.282,1,12,90,-9.3,1507,88.3,88.64,2,24,33,0.3,6.5,116,155,115,150,287,313,295
57,650644,"Civale, Aaron",1588,3.6,0.5,0.3,0.444,0.8,0.575,0.407,0.277,5,10,94.4,5.6,1843,85.5,85.09,2,20,37,-0.4,5.91,110,153,115,149,293,315,292
55,656557,"Houck, Tanner",918,6,0.25,0,0.4,0.25,0.221,0.149,0.149,2,8,92.4,15.6,1656,87.6,87.28,8,22,33,-0.3,6.28,125,168,116,154,288,326,301
46,606131,"Perdomo, Luis",285,16.1,0.333,0.167,0.313,0.5,0.378,0.346,0.289,6,18,86.9,-5.9,1564,87.5,87.29,2,25,21,-0.1,6.2,111,151,120,148,298,320,299
44,685503,"Arihara, Kohei",390,11.3,0.188,0,0.3,0.188,0.226,0.291,0.255,3,16,91.4,13.3,1425,82.7,83.48,10,26,18,0.8,6.77,115,149,117,142,297,319,290
41,676720,"Romero, Tommy",191,21.5,0.25,0.5,0.167,0.75,0.44,0.474,0.324,3,12,93.6,14,1225,83.7,84.51,5,21,20,0.8,6.77,111,163,123,148,297,318,299
40,542914,"Bass, Anthony",986,4.1,0.25,0,0.3,0.25,0.221,0.177,0.17,3,12,82,22.8,1289,86.7,87.16,8,21,19,0.5,6.5,116,153,108,153,290,318,301
29,676886,"Beasley, Jeremy",271,10.7,0,0,,0,0.18,0.18,,0,3,,,1346,87.3,87.37,6,10,19,0.1,6.26,108,149,132,150,282,318,299
24,543507,"May, Trevor",465,5.2,0.143,0,0.2,0.143,0.197,0.244,0.187,1,7,82.6,24.8,1126,87.2,88.4,4,10,14,1.2,7.09,106,144,106,133,293,325,308
23,663554,"Mize, Casey",169,13.6,0.333,0,0.5,0.333,0.295,0.451,0.47,1,3,91.8,14,854,84.5,85.14,2,9,14,0.6,6.89,105,149,109,142,293,323,299
21,453343,"Melancon, Mark",886,2.4,0.167,0,0.167,0.167,0.147,0.302,0.311,1,6,88.3,19.2,1831,83.7,83.12,2,9,12,-0.6,6.19,120,163,131,154,294,323,300
18,673316,"Barker, Luke",54,33.3,0.5,0.5,0.5,1,0.64,0.688,0.542,3,6,94.5,10.6,496,81.8,81.84,2,10,8,0,6.49,119,151,125,145,295,316,299
17,630023,"Chirinos, Yonny",100,17,0,0,0,0,0.12,0.356,0.156,0,5,98,2.5,1155,85.3,85.15,3,8,9,-0.1,6.28,100,152,111,150,298,325,296
17,461325,"Clippard, Tyler",113,15,0.125,0,0.2,0.125,0.178,0.227,0.18,1,8,77.1,-1.2,503,80.3,79.78,3,12,5,-0.5,6.1,122,156,127,147,298,313,299
16,657585,"Garrett, Reed",196,8.2,0,0,0,0,0.144,0.367,0.261,0,4,100.2,-15.5,1434,87.5,87.87,2,5,11,0.4,6.46,112,156,128,147,298,321,304
14,607359,"Patton, Spencer",111,12.6,0.333,0,0.5,0.333,0.401,0.27,0.129,1,3,73.9,-34.5,1656,85.1,85.1,1,3,11,0,6.39,117,156,127,150,298,322,300
9,656458,"Gilbreath, Lucas",796,1.1,,,,,,,,,,,,1189,85,85.3,0,3,6,0.3,6.44,105,148,119,146,301,319,293
7,686613,"Brown, Hunter",309,2.3,0.333,0,0.333,0.333,0.295,0.385,0.421,1,3,96.1,2,1438,89.2,89.66,0,3,4,0.5,6.69,121,155,104,153,285,325,296
5,596112,"Stephenson, Robert",914,0.5,,,,,,,,,,,,1521,88.1,88.38,0,0,5,0.3,6.28,117,154,119,149,306,327,305
2,448281,"Doolittle, Sean",55,3.6,,,,,,,,,,,,1176,80.5,80.65,0,0,2,0.2,6.35,115,152,120,146,300,317,284
