pitches,player_id,player_name,total_pitches,pitch_percent,ba,iso,babip,slg,woba,xwoba,xba,hits,abs,launch_speed,launch_angle,spin_rate,velocity,effective_speed,whiffs,swings,takes,eff_min_vel,release_extension,pos3_int_start_distance,pos4_int_start_distance,pos5_int_start_distance,pos6_int_start_distance,pos7_int_start_distance,pos8_int_start_distance,pos9_int_start_distance
374,571656,"Farmer, Buck",855,43.7,0.197,0.169,0.261,0.366,0.318,0.348,0.226,14,71,90.5,26.6,2325,94.6,92.76,52,184,190,-1.8,6.11,110,148,121,145,293,319,291
373,622251,"Staumont, Josh",731,51,0.172,0.047,0.234,0.219,0.289,0.345,0.227,11,64,88.2,14.5,2258,96.1,96.57,45,174,199,0.5,6.67,110,153,116,147,304,324,302
373,670970,"Morejon, Adrian",540,69.1,0.215,0.118,0.233,0.333,0.273,0.31,0.223,20,93,89.5,23,2498,96.9,97.19,47,216,157,0.3,6.49,114,155,119,150,300,322,297
368,547179,"Lorenzen, Michael",1654,22.2,0.25,0.079,0.316,0.329,0.346,0.357,0.256,19,76,88.6,13.7,2439,94.6,93.7,29,162,206,-0.9,5.86,114,154,114,155,293,320,294
367,663432,"Rainey, Tanner",521,70.4,0.233,0.205,0.245,0.438,0.336,0.369,0.257,17,73,92,29.2,2429,97,96.86,48,186,181,-0.1,6.41,114,155,119,145,304,320,302
365,643256,"Cimber, Adam",1044,35,0.19,0.048,0.297,0.238,0.223,0.216,0.18,20,105,85.3,17.5,2172,86.5,86.31,59,214,150,-0.2,6.41,110,159,119,149,289,320,299
365,605135,"Bassitt, Chris",2886,12.6,0.238,0.105,0.4,0.343,0.287,0.265,0.211,25,105,87.5,6.3,2190,93.3,93.22,51,194,171,-0.1,6.2,113,157,120,148,299,326,301
364,455119,"Martin, Chris",858,42.4,0.146,0.169,0.244,0.315,0.21,0.216,0.157,13,89,91,23,2182,95.3,95.63,59,196,168,0.3,6.51,110,153,119,152,298,319,294
364,664199,"Clarke, Taylor",859,42.4,0.296,0.21,0.339,0.506,0.363,0.341,0.264,24,81,90.5,25.9,2268,95.6,95.38,31,203,161,-0.2,6.16,111,156,118,148,302,322,301
364,669424,"Lambert, Jimmy",818,44.5,0.25,0.194,0.288,0.444,0.352,0.31,0.211,18,72,88.3,26.1,2220,94.3,92.36,43,200,163,-1.9,5.77,108,150,111,147,296,323,296
