pitches,player_id,player_name,total_pitches,pitch_percent,ba,iso,babip,slg,woba,xwoba,xba,hits,abs,launch_speed,launch_angle,spin_rate,velocity,effective_speed,whiffs,swings,takes,eff_min_vel,release_extension,pos3_int_start_distance,pos4_int_start_distance,pos5_int_start_distance,pos6_int_start_distance,pos7_int_start_distance,pos8_int_start_distance,pos9_int_start_distance
185,592866,"Williams, Trevor",1407,13.1,0.308,0.077,0.367,0.385,0.33,0.306,0.247,12,39,84.6,9.4,1797,84.4,85.33,16,66,119,0.9,6.86,112,155,120,150,297,328,302
185,667463,"King, John",749,24.7,0.196,0.039,0.238,0.235,0.206,0.251,0.241,10,51,83.3,0,1638,80.7,80,31,100,85,-0.7,5.88,110,151,115,145,299,319,292
184,664199,"Clarke, Taylor",859,21.4,0.316,0.132,0.355,0.447,0.339,0.256,0.232,12,38,90.2,4.4,1536,89,88.74,26,92,92,-0.3,6.06,111,156,117,149,301,323,303
184,676664,"Sears, JP",1079,17.1,0.204,0.093,0.222,0.296,0.241,0.308,0.246,11,54,89.2,18.7,1880,82.7,82.16,14,85,99,-0.5,6.31,106,150,117,147,304,323,290
182,663903,"Singer, Brady",2376,7.7,0.235,0.118,0.258,0.353,0.265,0.449,0.387,8,34,89.7,9.1,2229,86.9,87.36,5,55,127,0.5,6.61,114,160,114,151,295,326,308
182,669920,"Alexander, Jason",1160,15.7,0.289,0.289,0.286,0.578,0.398,0.329,0.253,13,45,83.4,7.6,1806,81.5,81.5,24,82,100,0,6.37,115,152,122,146,295,317,299
181,605347,"López, Jorge",1161,15.6,0.205,0.068,0.3,0.273,0.242,0.212,0.178,9,44,88,2.7,1699,90,89.92,32,88,93,-0.1,6.33,110,157,114,149,300,324,295
180,571800,"Hutchison, Drew",1759,10.2,0.286,0.31,0.3,0.595,0.394,0.355,0.288,12,42,87.6,8.1,1738,86.5,85.96,19,79,101,-0.5,6.01,111,157,114,146,297,329,296
180,657248,"Otto, Glenn",2229,8.1,0.227,0.227,0.184,0.455,0.284,0.368,0.288,10,44,85.3,4.3,1719,88.2,89.09,12,87,93,0.9,6.89,115,152,118,150,297,320,297
179,605397,"Musgrove, Joe",2834,6.3,0.212,0.115,0.244,0.327,0.24,0.231,0.215,11,52,81.3,-2.9,1974,86.5,85.95,24,93,85,-0.5,5.99,116,166,118,153,291,320,303
179,656354,"Davis, Austin",1118,16,0.3,0.05,0.462,0.35,0.303,0.238,0.218,12,40,78.5,0.4,1896,86.3,86.46,35,91,88,0.2,6.39,105,150,120,147,287,325,292
179,621383,"Banks, Tanner",897,20,0.213,0.064,0.237,0.277,0.223,0.272,0.25,10,47,88.1,2.9,1778,84.9,84.7,17,92,87,-0.2,5.96,107,151,115,145,299,324,296
177,605507,"Thompson, Zach",2080,8.5,0.36,0.34,0.333,0.7,0.466,0.459,0.355,18,50,87.4,8.8,1864,85.7,85.68,24,94,83,0,6.23,109,150,114,149,300,320,300
177,489119,"Miley, Wade",566,31.3,0.255,0.118,0.308,0.373,0.287,0.275,0.245,13,51,83.3,-2.2,1835,81.4,81,34,91,86,-0.4,6.15,105,152,115,145,306,323,290
176,656271,"Burke, Brock",1330,13.2,0.244,0.089,0.324,0.333,0.249,0.226,0.211,11,45,82,7.8,1991,88.1,88.99,34,101,75,0.9,6.88,110,152,117,146,305,321,291
175,656605,"Keller, Mitch",2661,6.6,0.326,0.13,0.359,0.457,0.379,0.324,0.256,15,46,94.3,-3.5,1632,91.2,91.2,11,78,97,0,6.31,109,153,115,153,303,324,303
175,605288,"Houser, Adrian",1848,9.5,0.188,0.156,0.227,0.344,0.265,0.261,0.186,6,32,82.3,13.7,1548,85.4,85.92,23,73,102,0.5,6.61,115,153,121,144,294,319,298
174,666157,"Lodolo, Nick",1779,9.8,0.37,0.087,0.381,0.457,0.368,0.359,0.336,17,46,83.8,8.3,1962,88.3,88.61,25,91,83,0.3,6.6,110,150,119,146,295,316,284
172,600917,"Leclerc, José",782,22,0.074,0.037,0.105,0.111,0.14,0.188,0.123,2,27,81.8,13.8,2153,89.7,88.18,39,86,86,-1.5,5.4,114,153,118,149,297,321,299
172,605135,"Bassitt, Chris",2886,6,0.297,0.27,0.29,0.568,0.393,0.319,0.266,11,37,85.8,14.9,1819,85.4,84.69,11,62,110,-0.7,6.22,113,158,119,149,298,327,302
171,547001,"Poteet, Cody",448,38.2,0.174,0.109,0.211,0.283,0.225,0.266,0.242,8,46,89.4,5,1984,87.7,86.55,33,95,76,-1.1,5.66,110,155,127,151,295,314,296
171,641771,"Kuhl, Chad",2375,7.2,0.361,0.333,0.31,0.694,0.469,0.412,0.299,13,36,86.8,15.1,1701,87.9,88.34,16,71,99,0.4,6.54,116,151,113,150,302,331,305
170,680694,"Bradish, Kyle",1993,8.5,0.211,0.132,0.241,0.342,0.253,0.287,0.241,8,38,89.1,-7.3,1427,89.9,90.24,16,71,99,0.3,6.47,110,158,114,151,300,323,298
168,663158,"Suarez, Robert",801,21,0.089,0.089,0.143,0.178,0.191,0.257,0.172,4,45,86.9,12.3,1763,89.3,90.03,34,85,83,0.7,6.77,114,159,120,152,296,325,305
167,669923,"Kirby, George",2092,8,0.279,0.116,0.306,0.395,0.301,0.336,0.283,12,43,92.8,9.5,1471,86,86.83,12,76,91,0.8,6.74,114,151,116,149,288,323,301
166,548384,"Raley, Brooks",846,19.6,0.128,0,0.179,0.128,0.167,0.223,0.177,5,39,80.4,-7.8,1901,85.5,83.58,22,74,92,-1.9,5.62,100,153,116,147,303,324,294
162,670124,"Oller, Adam",1294,12.5,0.295,0.205,0.316,0.5,0.382,0.313,0.251,13,44,89.9,6.7,1647,86.5,86.29,23,91,71,-0.2,6.23,114,152,114,148,295,322,301
159,623211,"Brazoban, Huascar",631,25.2,0.194,0.111,0.333,0.306,0.31,0.287,0.165,7,36,84.1,-1.6,1845,89,88.13,35,75,84,-0.9,5.84,107,153,121,149,296,315,292
158,680739,"Winder, Josh",1114,14.2,0.356,0.089,0.41,0.444,0.348,0.278,0.268,16,45,84.9,-0.7,1516,88.9,88.03,28,89,69,-0.9,5.78,116,161,118,152,296,326,295
158,643377,"Jax, Griffin",1157,13.7,0.222,0.028,0.308,0.25,0.232,0.268,0.233,8,36,84.1,-6.7,1580,89.8,89.38,26,82,76,-0.4,5.96,112,162,115,151,296,329,293
156,600921,"Machado, Andres",997,15.6,0.158,0.026,0.25,0.184,0.228,0.272,0.199,6,38,93,4.3,1519,88.9,90.12,38,86,70,1.2,6.9,116,158,126,148,298,317,301
156,621368,"Hearn, Taylor",1787,8.7,0.361,0.139,0.382,0.5,0.38,0.335,0.305,13,36,89.1,9.2,1776,87.6,87.33,14,75,81,-0.3,6.44,112,153,119,148,301,324,291
155,445926,"Chavez, Jesse",1202,12.9,0.174,0.109,0.189,0.283,0.226,0.298,0.261,8,46,86.3,4.8,1826,85.5,85.57,18,81,74,0.1,6.29,116,155,129,149,298,324,303
154,642545,"Barría, Jaime",1123,13.7,0.114,0.091,0.108,0.205,0.133,0.194,0.172,5,44,82.6,5.2,1611,85,84.51,23,83,71,-0.5,6,119,155,117,157,294,322,296
153,596071,"Peters, Dillon",634,24.1,0.258,0.258,0.316,0.516,0.379,0.337,0.234,8,31,90.9,7.5,1543,84.8,84.75,28,71,82,0,6.17,107,153,120,148,306,324,300
148,608032,"Estévez, Carlos",1021,14.5,0.206,0.118,0.24,0.324,0.265,0.32,0.245,7,34,88.8,15.9,1660,88.4,88.58,19,70,78,0.2,6.31,116,151,118,150,303,331,305
148,622065,"Young, Alex",445,33.3,0.209,0.07,0.257,0.279,0.264,0.299,0.259,9,43,87.7,-2.1,1485,86.2,86.01,28,84,64,-0.2,5.91,106,151,117,146,302,324,298
148,622694,"Hernandez, Elieser",1095,13.5,0.276,0.241,0.269,0.517,0.361,0.336,0.271,8,29,84.8,17.1,1922,84.6,84.86,13,61,87,0.3,6.64,114,158,123,152,293,315,297
145,656731,"Megill, Tylor",791,18.3,0.311,0.333,0.324,0.644,0.417,0.384,0.301,14,45,90.4,2.4,1548,89.1,89.9,17,70,75,0.8,7.24,112,156,116,148,298,329,308
143,669270,"Kuhnel, Joel",934,15.3,0.2,0.171,0.238,0.371,0.25,0.271,0.179,7,35,90.9,-3.8,1483,90.2,89.53,18,71,72,-0.7,6.88,115,150,121,146,288,317,292
142,676050,"Naughton, Packy",562,25.3,0.275,0.125,0.345,0.4,0.301,0.247,0.217,11,40,87.2,2.8,1428,84.4,83.63,31,87,55,-0.8,5.72,110,154,120,148,304,324,297
142,608665,"Graveman, Kendall",1035,13.7,0.245,0.041,0.273,0.286,0.266,0.26,0.23,12,49,84.8,0,1763,90.7,91.03,16,80,62,0.3,6.36,106,149,106,146,295,324,301
141,501381,"Pineda, Michael",731,19.3,0.265,0.265,0.231,0.529,0.358,0.37,0.313,9,34,85.6,7.8,1713,85.3,85.15,17,70,71,-0.2,6.12,115,162,114,148,294,328,297
141,642547,"Peralta, Freddy",1353,10.4,0.15,0.05,0.222,0.2,0.196,0.236,0.175,6,40,83.8,3.4,1694,85.9,86.93,25,66,75,1,7.06,113,154,126,146,296,319,297
141,666129,"Garrett, Braxton",1436,9.8,0.262,0.024,0.289,0.286,0.251,0.279,0.264,11,42,87.3,10.4,1637,85.9,85.8,14,61,80,-0.1,6.4,104,153,117,149,299,315,283
140,502624,"Anderson, Chase",493,28.4,0.125,0.083,0.167,0.208,0.257,0.277,0.144,3,24,78.4,11.6,2274,82.9,82.16,20,71,69,-0.7,5.89,114,154,125,149,292,319,294
139,656657,"Logue, Zach",1022,13.6,0.225,0.125,0.222,0.35,0.252,0.285,0.25,9,40,89.1,2.5,1873,82,80.85,17,72,67,-1.2,5.57,107,151,119,148,303,320,290
133,663804,"Kowar, Jackson",311,42.8,0.306,0.222,0.429,0.528,0.383,0.263,0.208,11,36,80.7,12.2,2512,85.7,85.54,24,67,66,-0.2,6.23,111,160,118,148,301,322,297
